name,type,ra_deg,dec_deg,area_sqdeg,opacity,sequence,related_barnard
LDN1614,DrkN,83.8875,-0.6355,0.004,5,1608,
LDN1615,DrkN,76.3742,-3.4329,0.084,2,1609,
LDN1616,DrkN,76.6242,-3.4341,0.016,5,1610,
LDN1617,DrkN,88.6552,3.0081,7.750,3,1611,
LDN1618,DrkN,91.4117,4.3281,0.172,4,1612,
LDN1619,DrkN,91.1609,4.1626,0.038,5,1613,
LDN1620,DrkN,84.1399,-0.1367,0.012,5,1614,
LDN1621,DrkN,88.7520,2.3410,0.027,4,1615,
LDN1622,DrkN,88.6503,2.0081,0.122,6,1616,
LDN1623,DrkN,91.9076,3.4923,0.131,1,1617,
LDN1624,DrkN,89.4003,2.0045,0.000,2,1618,
LDN1625,DrkN,96.9196,5.9681,19.400,1,1619,
LDN1626,DrkN,101.1789,7.9477,1.170,3,1620,
LDN1627,DrkN,86.6407,0.0179,0.063,6,1621,
LDN1628,DrkN,93.1551,2.9863,3.360,2,1622,
LDN1629,DrkN,92.4027,2.4899,1.180,3,1623,
LDN1630,DrkN,86.3858,-0.9809,5.980,4,1624,33
LDN1631,DrkN,101.0462,6.3649,0.023,4,1625,
LDN1632,DrkN,89.8930,0.5021,2.350,1,1626,
LDN1633,DrkN,96.1575,3.4717,0.106,4,1627,
LDN1634,DrkN,79.6128,-5.7817,0.492,2,1628,
LDN1635,DrkN,85.2753,-3.1422,0.008,4,1629,
LDN1636,DrkN,85.3502,-3.1592,0.003,4,1630,
LDN1637,DrkN,100.9096,3.9489,0.964,2,1631,
LDN1638,DrkN,89.3785,-2.4954,2.390,2,1632,
LDN1639,DrkN,102.9118,4.4394,0.970,3,1633,
LDN1640,DrkN,83.3625,-5.7997,0.018,5,1634,
LDN1641,DrkN,84.3567,-6.9712,6.270,4,1635,
LDN1642,DrkN,68.8247,-14.2315,0.372,3,1636,
LDN1643,DrkN,91.6179,-4.6730,0.845,1,1637,
LDN1644,DrkN,91.9138,-5.5078,0.007,5,1638,
LDN1645,DrkN,91.7380,-5.6736,0.052,4,1639,
LDN1646,DrkN,91.8613,-6.0075,3.140,3,1640,
LDN1647,DrkN,85.5917,-9.9772,4.230,3,1641,
LDN1648,DrkN,88.0958,-9.1560,1.850,2,1642,
LDN1649,DrkN,104.5221,-3.9517,0.005,3,1643,
LDN1650,DrkN,104.8677,-4.9033,0.016,2,1644,
LDN1651,DrkN,95.5925,-9.8590,0.255,2,1645,
LDN1652,DrkN,96.5917,-10.0305,1.160,2,1646,
LDN1653,DrkN,104.4531,-7.9347,0.012,3,1647,
LDN1654,DrkN,104.8542,-7.7366,0.050,3,1648,
LDN1655,DrkN,104.1517,-8.2333,0.014,4,1649,
LDN1656,DrkN,104.1259,-8.3998,0.077,3,1650,
LDN1657,DrkN,106.0916,-10.4091,1.080,3,1651,
LDN1658,DrkN,108.5890,-11.0874,0.000,2,1652,
LDN1659,DrkN,109.4024,-23.3413,0.045,4,1653,
LDN1660,DrkN,110.0246,-23.9274,0.047,4,1654,
LDN1661,DrkN,110.5241,-24.0964,0.375,2,1655,
LDN1663,DrkN,113.0314,-23.1077,0.428,2,1656,
LDN1662,DrkN,112.0279,-23.6032,0.128,2,1657,
LDN1664,DrkN,111.0217,-24.5987,0.154,3,1658,
LDN1665,DrkN,113.7793,-23.6111,0.181,3,1659,
LDN1666,DrkN,114.0269,-24.1122,0.027,4,1660,
LDN1667,DrkN,111.2654,-25.7665,0.418,3,1661,
LDN1668,DrkN,114.2479,-24.8965,0.020,4,1662,
LDN1669,DrkN,119.0022,-29.6339,0.594,2,1663,
LDN1670,DrkN,121.1188,-31.6428,0.038,1,1664,
LDN1671,DrkN,121.4915,-32.1444,0.142,1,1665,
LDN1672,DrkN,245.2751,-28.1181,0.740,4,1666,
LDN1673,DrkN,247.5352,-29.4415,0.077,3,1667,
LDN1674,DrkN,247.4563,-28.7752,0.009,3,1668,
LDN1675,DrkN,244.5133,-26.1215,1.100,4,1669,229
LDN1676,DrkN,245.2640,-26.1182,2.860,3,1670,
LDN1677,DrkN,253.3073,-32.0818,10.160,1,1671,237 234 239
LDN1678,DrkN,244.0048,-24.6237,0.138,3,1672,
LDN1679,DrkN,255.6898,-32.9041,0.011,3,1673,49
LDN1680,DrkN,245.2533,-24.1182,2.860,4,1674,
LDN1681,DrkN,246.7582,-24.7782,0.206,5,1675,
LDN1682,DrkN,257.0605,-32.0976,0.023,5,1676,55
LDN1683,DrkN,247.2605,-25.1093,2.430,1,1677,
LDN1684,DrkN,247.7627,-25.4404,0.084,4,1678,
LDN1685,DrkN,257.3110,-32.1464,0.004,5,1679,56
LDN1686,DrkN,246.4555,-24.3296,0.016,6,1680,
LDN1687,DrkN,245.7511,-23.6160,3.170,3,1681,
LDN1688,DrkN,246.5044,-24.1127,0.760,4,1682,
LDN1691,DrkN,258.8147,-32.5559,0.987,3,1683,
LDN1689,DrkN,248.0110,-25.0893,0.007,6,1684,
LDN1690,DrkN,246.7042,-24.0451,0.020,5,1685,
LDN1693,DrkN,258.3122,-32.2250,0.014,3,1686,
LDN1692,DrkN,246.6286,-23.9454,0.007,5,1687,
LDN1694,DrkN,257.5584,-31.7286,0.528,3,1688,
LDN1695,DrkN,255.7997,-30.5702,0.540,2,1689,241
LDN1697,DrkN,258.3116,-32.1417,0.027,3,1690,
LDN1696,DrkN,247.2062,-24.3262,0.036,6,1691,42
LDN1698,DrkN,258.8125,-32.2226,0.038,5,1692,252
LDN1699,DrkN,258.8873,-32.1889,0.034,5,1693,
LDN1700,DrkN,258.0576,-31.5595,0.535,2,1694,
LDN1701,DrkN,259.0618,-32.1048,0.006,3,1695,
LDN1702,DrkN,259.0599,-31.8048,0.059,3,1696,
LDN1703,DrkN,259.6872,-32.1018,0.008,5,1697,
LDN1704,DrkN,247.7036,-23.7740,0.010,6,1698,
LDN1705,DrkN,260.0626,-32.1333,0.034,5,1699,
LDN1706,DrkN,258.0533,-30.8929,0.950,3,1700,
LDN1707,DrkN,258.3040,-30.9750,0.029,5,1701,
LDN1708,DrkN,257.5498,-30.3953,0.047,4,1702,
LDN1710,DrkN,260.1865,-31.9494,0.106,5,1703,
LDN1709,DrkN,248.2541,-23.7715,0.099,6,1704,
LDN1711,DrkN,257.7989,-30.2274,0.043,4,1705,
LDN1713,DrkN,257.7987,-30.1941,0.007,4,1706,
LDN1712,DrkN,249.5087,-24.4325,1.560,5,1707,44
LDN1714,DrkN,258.0496,-30.3095,0.006,5,1708,
LDN1715,DrkN,258.0490,-30.2262,0.003,5,1709,
LDN1716,DrkN,257.5456,-29.7286,0.251,3,1710,243
LDN1717,DrkN,244.7324,-20.1204,0.357,3,1711,41
LDN1718,DrkN,258.7996,-30.2393,0.005,5,1712,
LDN1720,DrkN,259.0496,-30.2215,0.093,4,1713,
LDN1719,DrkN,244.9826,-20.1193,0.610,5,1714,
LDN1721,DrkN,243.9769,-19.1237,0.287,3,1715,40
LDN1722,DrkN,259.0485,-30.0548,7.780,2,1716,
LDN1723,DrkN,262.8145,-32.2035,0.005,5,1717,
LDN1724,DrkN,262.9396,-32.2195,0.002,5,1718,
LDN1725,DrkN,259.8011,-30.3845,0.032,5,1719,254
LDN1727,DrkN,258.0427,-29.2262,0.002,5,1720,249
LDN1726,DrkN,258.0427,-29.2262,0.093,3,1721,247 245
LDN1728,DrkN,257.7914,-29.0274,0.020,3,1722,
LDN1730,DrkN,263.3146,-32.2010,1.680,2,1723,
LDN1729,DrkN,250.7578,-24.0935,0.900,4,1724,
LDN1731,DrkN,256.5347,-28.0667,1.320,2,1725,
LDN1732,DrkN,262.3098,-31.5392,0.912,2,1726,
LDN1733,DrkN,258.1164,-29.0092,0.018,5,1727,248
LDN1734,DrkN,263.1123,-31.8687,0.006,5,1728,
LDN1735,DrkN,263.0363,-31.7190,0.002,5,1729,
LDN1736,DrkN,257.5373,-28.3953,0.038,5,1730,244
LDN1738,DrkN,263.2364,-31.7181,0.003,5,1731,
LDN1737,DrkN,257.7880,-28.4774,0.192,4,1732,
LDN1741,DrkN,260.5493,-30.0476,17.560,3,1733,
LDN1739,DrkN,248.7452,-22.0193,0.093,3,1734,
LDN1740,DrkN,249.0464,-22.2179,0.084,5,1735,
LDN1742,DrkN,258.0376,-28.3929,0.034,4,1736,250
LDN1743,DrkN,258.0355,-28.0596,0.510,3,1737,
LDN1744,DrkN,249.9973,-22.2636,0.099,5,1738,45
LDN1745,DrkN,252.2579,-23.9199,0.255,4,1739,
LDN1746,DrkN,257.7814,-27.3941,0.306,5,1740,59
LDN1747,DrkN,252.7578,-23.8343,0.280,3,1741,
LDN1749,DrkN,260.7931,-29.0464,0.117,5,1742,256
LDN1748,DrkN,252.2551,-23.4199,0.138,2,1743,
LDN1750,DrkN,253.0084,-23.9164,0.280,3,1744,
LDN1751,DrkN,262.8002,-30.0368,1.230,2,1745,
LDN1753,DrkN,268.5715,-33.0089,1.270,2,1746,
LDN1752,DrkN,247.4819,-19.6083,1.780,4,1747,43
LDN1754,DrkN,263.0503,-30.0356,0.321,1,1748,
LDN1756,DrkN,259.0320,-27.3882,0.285,5,1749,
LDN1755,DrkN,250.9962,-21.9257,0.660,4,1750,
LDN1757,DrkN,247.9822,-19.6060,0.061,6,1751,
LDN1758,DrkN,268.8192,-32.6744,0.010,4,1752,
LDN1759,DrkN,253.0288,-23.0830,0.027,6,1753,238
LDN1760,DrkN,270.0716,-33.0017,0.054,4,1754,
LDN1761,DrkN,254.0071,-23.5785,0.402,2,1755,
LDN1762,DrkN,270.5727,-33.1659,0.023,4,1756,
LDN1763,DrkN,254.0062,-23.4118,0.402,2,1757,
LDN1764,DrkN,262.0405,-28.5405,2.160,2,1758,
LDN1765,DrkN,251.2429,-21.2579,0.079,5,1759,
LDN1766,DrkN,269.5670,-32.3374,0.090,2,1760,
LDN1767,DrkN,259.6535,-26.7519,0.007,5,1761,
LDN1768,DrkN,260.0294,-26.8667,0.013,6,1762,66
LDN1769,DrkN,265.5510,-30.0235,12.500,4,1763,275 278
LDN1770,DrkN,248.2273,-18.6049,0.813,3,1764,
LDN1771,DrkN,271.0693,-32.6635,0.115,4,1765,87
LDN1772,DrkN,259.9529,-26.6338,0.016,6,1766,65
LDN1773,DrkN,260.2791,-26.7989,0.036,6,1767,67
LDN1774,DrkN,260.6555,-27.0137,0.029,6,1768,
LDN1776,DrkN,263.2909,-28.5344,2.450,2,1769,
LDN1775,DrkN,254.2531,-22.8273,0.008,6,1770,46
LDN1777,DrkN,254.2527,-22.7440,0.050,4,1771,
LDN1778,DrkN,234.9690,-7.1611,0.086,5,1772,
LDN1779,DrkN,254.7539,-22.9083,0.090,3,1773,
LDN1781,DrkN,246.9692,-17.1105,1.190,3,1774,230
LDN1783,DrkN,269.5614,-31.5041,0.079,2,1775,
LDN1782,DrkN,250.4846,-19.7613,0.047,6,1776,
LDN1780,DrkN,235.1690,-7.1603,0.197,4,1777,
LDN1784,DrkN,254.9540,-22.9074,0.027,4,1778,
LDN1785,DrkN,255.0040,-22.9071,0.027,4,1779,
LDN1786,DrkN,271.6673,-32.3772,0.011,4,1780,300
LDN1789,DrkN,272.0680,-32.4919,0.767,3,1781,
LDN1788,DrkN,268.3058,-30.6769,0.084,3,1782,
LDN1787,DrkN,255.0031,-22.7405,0.090,3,1783,
LDN1790,DrkN,257.7648,-24.5608,1.080,3,1784,
LDN1791,DrkN,254.9022,-22.5909,0.017,5,1785,47
LDN1793,DrkN,261.4030,-26.5435,1.080,2,1786,
LDN1794,DrkN,261.6037,-26.6425,0.006,5,1787,
LDN1795,DrkN,268.6797,-30.5084,0.084,4,1788,
LDN1796,DrkN,250.4812,-19.0947,0.344,3,1789,
LDN1797,DrkN,255.5024,-22.5715,0.149,3,1790,
LDN1798,DrkN,271.0614,-31.4968,0.018,4,1791,295
