hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
98915,7687,301.278524,51.839596,6.14,,
98918,,301.282759,-46.097097,6.96,,
98920,7679,301.289753,19.99158,5.09,,左旗增廿六
98922,,301.292321,2.118102,6.77,,
98945,,301.334778,0.45446,6.93,,
98946,7692,301.339586,56.341933,6.19,,
98951,,301.357918,-34.667103,6.99,,
98954,7680,301.360842,15.500525,6.37,,
98962,7701,301.388681,61.995872,5.4,,天钩增一
99024,7681,301.551267,-4.078433,6.47,,
99026,7697,301.559955,53.167319,5.81,,
99035,,301.604433,39.098871,6.86,,
99080,7688,301.72265,23.614428,5.08,,左旗增廿
99090,,301.749944,66.307852,6.97,,
99120,7673,301.846359,-52.880749,4.93,,
99121,,301.849173,-29.720643,6.69,,
99137,7674,301.896438,-55.01578,6.26,,
99145,7699,301.922693,34.422866,6.12,,
99158,7693,301.960177,9.400014,6.43,,
99170,,302.004846,42.385033,6.98,,
99176,7696,302.027113,16.664436,6.39,,
99216,,302.121889,-15.032843,6.52,,
99221,7694,302.130331,-10.062812,6.18,,
99234,7700,302.159509,10.725855,6.34,,
99240,7665,302.200846,-66.189287,3.55,,孔雀六
99255,7750,302.22262,77.71157,4.38,,天柱增二
99270,,302.266415,-47.068343,6.46,,
99281,,302.305839,19.073126,6.95,,
99303,7708,302.356765,36.839704,4.93,,天津增六
99352,7705,302.486429,20.915656,6.51,,左旗增廿五
99364,,302.524624,-43.894364,6.93,,
99367,,302.532055,8.442299,6.57,,
99420,,302.684942,41.247034,6.97,,
99431,,302.726688,30.789677,6.96,,
99450,,302.774855,-6.08766,6.87,,
99453,7691,302.781084,-57.524461,6.36,,
99457,7709,302.791985,-8.842358,6.39,,
99461,7703,302.80335,-36.111275,5.32,,狗国增三
99473,7710,302.826409,-0.821422,3.24,,天桴一
99518,7718,302.949899,26.808925,5.51,,左旗增十四
99570,7706,303.099179,-42.780709,6.2,,
99572,7715,303.109069,-12.618747,5.84,,牛宿三
99579,7726,303.131992,51.463467,6.01,,
99585,7717,303.146362,0.866928,6.25,,
99604,,303.197042,-2.995953,6.91,,
99623,,303.262749,11.850465,6.51,,
99655,7740,303.350148,56.568248,4.28,,奚仲增四
99663,7742,303.365584,60.640926,5.81,,
99668,,303.391211,-38.449126,6.9,,
99675,7735,303.407986,46.741341,3.8,,天津增卅八
99681,,303.423559,-34.118537,6.66,,
99685,7733,303.428367,43.379037,6.13,,
99742,7724,303.569615,15.197979,4.94,,左旗九
99747,7714,303.579506,-52.446106,5.65,,
99762,7707,303.611553,-63.415595,6.09,,
99770,7736,303.63401,36.806742,4.93,,天津增七
99798,,303.722748,3.406928,7,,
99801,,303.725836,32.868858,6.87,,
99824,7739,303.816267,25.591925,4.79,,
99825,7722,303.831376,-27.034136,5.73,,牛宿增十
99841,7743,303.848806,33.728331,5.7,,
99849,,303.868259,-7.531356,6.85,,
99853,7741,303.876018,23.508862,5.18,,左旗增廿三
99870,7755,303.930359,50.232998,6.36,,
99874,7744,303.94197,27.814279,4.5,,左旗增十二
99878,7725,303.961122,-30.005229,6.3,,
99894,,304.024752,4.580468,6.44,Chechia,
99907,,304.062045,-41.478619,6.99,,
99913,7746,304.082508,21.598535,6.11,,左旗增廿四
99920,7728,304.098381,-36.453676,6.3,,
99956,,304.209386,-3.492344,6.93,,
99967,,304.229057,31.505139,6.92,,
99985,,304.251951,8.963183,6.51,,
100013,,304.354923,39.593538,6.57,,
100017,7783,304.388145,66.855585,5.91,,
100044,7763,304.446639,38.032887,4.77,,天津增九
100045,,304.457321,-40.18468,6.72,,
100062,7748,304.506062,-21.810119,5.86,,牛宿增九
100064,7754,304.513957,-12.544833,3.58,Algedi,牛宿二
100097,7781,304.60305,55.396895,5.76,,
100103,,304.612476,-72.979574,6.57,,
100121,,304.656708,0.641063,6.92,,
100122,7770,304.662801,34.98275,5.14,,天津增十四
100128,,304.68198,-61.906997,6.6,,
100165,7732,304.762385,-63.231221,6.27,,
100184,7749,304.826179,-47.581454,6.13,,
100195,7761,304.848391,-19.118603,5.28,,牛宿增八
100221,7792,304.903224,62.257625,5.71,,天钩增三
100232,7768,304.930544,-1.078307,6.05,,
100242,,304.957592,29.726841,6.78,,
100256,7774,305.000786,13.548065,5.96,,
100261,7804,305.025375,68.880484,5.59,,
100262,,305.041439,11.469297,6.63,,
100266,,305.060755,-34.585653,6.62,,
100276,7780,305.089305,17.79273,5.82,,
100283,7772,305.108402,-6.362309,6.63,,
100288,7764,305.116134,-29.197221,6.56,,
100295,7791,305.127691,53.595671,6.23,,
100300,7758,305.134767,-55.051089,6.27,,
100345,7776,305.253148,-14.781277,3.05,Dabih,牛宿一
100347,,305.25476,-10.982712,6.83,,
100357,7805,305.298118,63.980212,5.69,,
100365,,305.314565,15.104203,6.59,,
100379,,305.365463,-66.74967,6.49,,
100390,,305.38355,22.848765,6.55,,
100412,7766,305.4174,-50.001015,6.26,,
100435,7789,305.514307,24.446055,5.5,,左旗增廿二
100437,7798,305.522585,45.795247,5.58,,
100453,7796,305.557119,40.256674,2.23,Sadr,天津一
100469,7779,305.614902,-42.050073,5.6,,
100491,,305.672877,-78.961201,6.64,,
100498,,305.687521,12.443238,6.74,,
100515,7802,305.731862,42.983818,6.2,,
100524,7788,305.753473,-9.654814,6.29,,
100541,7794,305.794372,5.34275,5.3,,
100550,,305.830053,-0.452339,7,,
100570,,305.910868,-5.266259,6.75,,
100574,7807,305.93491,37.476449,5.87,,
100587,7806,305.965345,32.190135,4.43,,天津增十五
100598,,305.977066,16.046838,6.78,,
100664,7803,306.15629,1.068441,6.14,,
100672,,306.174021,1.368435,6.41,,
100697,7698,306.230138,-83.31057,6.15,,
100713,,306.268551,-19.433666,6.83,,
100714,7818,306.270873,59.600033,6.44,,
100734,,306.355977,6.641796,6.75,,
100738,7801,306.361879,-28.663244,5.86,,
100751,7790,306.411985,-56.735639,1.94,Peacock,孔雀十一
100754,7811,306.418925,21.409587,5.68,,
100762,7810,306.433951,10.055751,6.32,,
100764,7799,306.448813,-40.796737,6.08,,
100781,,306.506815,13.911436,6.35,,
100787,,306.520066,-46.660137,6.74,,
100807,7816,306.596509,17.315523,6.23,,
100852,7808,306.718579,-37.403636,6.24,,
100866,7823,306.7824,34.329057,6.39,,
100886,,306.836959,23.790664,6.88,,
100907,7826,306.892557,38.43983,5.63,,天津增十
100925,,306.934221,-30.871178,6.61,,
100926,,306.942281,-5.654292,6.98,,
100933,,306.966023,65.755638,6.56,,
100947,,307.005528,-25.606297,6.78,,
100953,7820,307.031674,8.437556,6.23,,
100965,7901,307.062219,81.422815,5.38,,天柱增四
100969,7824,307.070224,2.937185,6.2,,
100991,,307.136941,-34.409831,6.74,,
101013,,307.184179,-23.984214,6.84,,
101017,7817,307.194752,-35.595995,6.09,,
101022,,307.208549,-1.734838,6.82,,
101027,7822,307.214942,-17.813736,4.77,,牛宿六
101044,7930,307.2636,83.625298,6.19,,
101055,,307.28655,12.681079,6.94,,
101067,7835,307.334989,36.454717,5.9,,天津增十二
101076,7834,307.34895,30.368551,4.01,,天津增十六
101084,7843,307.363021,56.06822,5.89,,
101090,7825,307.380642,-22.391764,6.13,,
101093,7850,307.395997,62.994022,4.21,,天钩三
101101,7831,307.412963,-2.885674,4.91,,离珠四
101134,7868,307.502985,72.531548,6.23,,
101138,7844,307.514842,48.951617,4.94,,天津增卅五
101154,,307.560194,19.421013,6.85,,
101211,7832,307.736823,-29.112705,6.35,,
101213,7839,307.74297,20.606522,6.21,,
101221,7837,307.767696,-15.056474,6.1,,
101260,7879,307.876869,74.954516,5.18,,紫微左垣六
101300,7849,307.992846,25.804849,6.37,,
101318,,308.037734,22.824298,6.51,,
101339,,308.085245,2.132816,6.47,,
101345,7845,308.100736,-9.852706,5.66,,
101349,,308.104724,70.531983,6.76,,
101371,,308.182288,16.767203,6.96,,
101381,,308.213243,27.212169,6.89,,
101383,7861,308.218078,43.191562,6.61,,
101384,7842,308.218188,-24.944104,6.35,,
101412,,308.27761,54.456986,6.82,,
101421,7852,308.303292,11.30308,4.03,Aldulfin,败瓜一
101427,7785,308.323864,-80.96496,5.76,,
101436,,308.356458,-6.219358,6.96,,
101452,,308.415416,45.175602,6.71,,
101467,7867,308.452299,41.772228,6.5,,
101473,7857,308.473746,10.059778,6.54,,
101474,7866,308.475768,35.250818,4.61,,天津增十三
101475,7870,308.478609,46.693878,5.78,,
101477,7846,308.479565,-44.516277,5.12,,
101483,7858,308.488171,13.027395,5.39,,败瓜二
101489,,308.499728,4.898608,6.42,,
101507,7855,308.549206,-13.720641,6.11,,
101544,,308.685864,32.505891,6.89,,
101552,7856,308.697558,-30.473613,6.42,,
101556,7876,308.709989,51.854188,6.19,,
101558,7853,308.731299,-38.089964,6.45,,
101570,,308.775367,-71.188698,6.41,,
101607,,308.873558,6.947094,6.53,,
101608,7865,308.884978,-16.526056,6.19,,
101612,7848,308.896125,-60.582938,4.75,,
101626,7838,308.966066,-69.61087,6.09,,
101634,,309.00273,79.430415,6.95,,
101647,,309.068628,-12.381155,6.81,,
101692,7873,309.181873,-2.55006,4.91,,离珠一
101716,7880,309.2696,26.461874,5.59,,天津增廿
101725,,309.296347,-65.033352,6.69,,
101728,,309.302658,52.972949,6.64,,
101756,7888,309.348393,38.328385,6.21,,
101765,7885,309.382489,31.572536,6.32,,天津增十七
101769,7882,309.388035,14.594782,3.64,Rotanev,瓠瓜四
101772,7869,309.39227,-47.291079,3.11,,波斯二
101787,,309.433224,-41.227961,6.62,,
101800,7883,309.454916,11.377622,5.42,,败瓜四
101808,7877,309.46814,-25.109319,6.38,,
101810,7886,309.478276,18.26897,6.22,,
101839,,309.571111,48.070267,6.61,,
101847,7884,309.584608,-1.10523,4.31,,离珠二
101867,7891,309.631081,21.201158,4.81,,瓠瓜增五
101868,7894,309.633048,24.115909,5.06,,天津增廿二
101870,7895,309.645834,23.680461,5.91,,
101882,7892,309.68329,13.315123,5.69,,败瓜三
101899,7904,309.747795,30.333847,5.68,,
101911,,309.774405,-4.929465,6.46,,
101916,7896,309.784541,10.086338,5.07,,败瓜五
101923,7889,309.818009,-14.954885,5.24,,罗堰一
101936,7897,309.854373,0.48632,5.15,,离珠三
101949,7911,309.888879,40.579663,6.07,,
101958,7906,309.909889,15.912123,3.77,Sualocin,瓠瓜一
101965,7872,309.966115,-62.908337,6.22,,
101979,,309.999446,8.44688,6.85,,
101984,7900,310.012123,-18.138797,5.15,,罗堰二
101986,7919,310.01256,43.458516,5.97,,
101997,7898,310.052476,-23.770923,6.36,,
102010,,310.073868,3.441334,6.94,,
102011,7925,310.074742,60.506453,6.02,,
102014,7893,310.082802,-33.431614,5.47,,
102026,7905,310.135039,-16.123707,5.79,,
102040,7914,310.188888,19.937531,6.43,,
102050,,310.218395,-28.54932,6.69,,
102057,,310.231891,-42.39662,6.25,,
102092,7909,310.349398,-31.598675,5.75,,
102094,7910,310.351146,-26.000071,6.29,,
102098,7924,310.358004,45.280346,1.25,Deneb,天津四
102125,7864,310.437535,-75.351835,6.51,,
102155,7926,310.485455,41.716883,5.68,,
102158,7923,310.492477,17.521764,6.24,,
102162,7863,310.517557,-76.180652,5.99,,
102177,7929,310.552637,50.340055,5.41,,车府增一
102181,,310.565532,-44.885196,6.99,,
102205,,310.63979,-84.407047,6.94,,
102208,8002,310.648342,82.5313,5.75,,天柱一
102230,7915,310.720824,-39.558881,6.3,,
102253,7945,310.796311,66.657667,5.59,,天钩一
102276,7932,310.850761,35.587782,6.48,,
102281,7928,310.864585,15.074315,4.43,,瓠瓜三
102284,,310.872508,55.291747,6.96,,
102291,,310.894939,-11.641566,6.81,,
102299,,310.917287,5.390182,6.69,,
102309,,310.948706,23.791096,6.93,,
102333,7920,311.011325,-51.921312,4.51,,
102358,7944,311.092003,56.488393,5.91,,
102370,7967,311.13711,69.751579,6.5,,
102371,,311.138776,-14.185927,6.87,,
102388,7939,311.21858,25.269482,4.92,,天津增廿三
102390,,311.227596,12.312692,6.71,,
102395,7913,311.23888,-66.203145,3.42,,孔雀七
102414,7931,311.304668,-27.247233,6.5,,
102422,7957,311.323574,61.844009,3.41,,天钩四
102431,7955,311.337289,57.578221,4.52,,螣蛇增一
102435,,311.349283,-30.47837,6.78,,
102453,7942,311.41559,30.719869,4.22,,天津增十九
102485,7936,311.523535,-25.271898,4.13,,天田四[牛宿]
102487,7937,311.541785,-21.514141,5.91,,罗堰三
102488,7949,311.555582,33.972367,2.48,Aljanah,天津九
102496,7935,311.577848,-36.120486,6.49,,
102497,7933,311.583941,-39.199456,5.48,,
102506,,311.613119,-50.805645,6.54,,
102532,7948,311.664428,16.123042,4.27,,瓠瓜二
102561,7946,311.764722,-2.487049,6.28,,
102589,7963,311.852367,36.490665,4.53,,天津增卅
102599,8016,311.888321,80.552027,5.36,,
102618,7950,311.919167,-9.496002,3.78,Albali,女宿一
102624,7951,311.934302,-5.027958,4.43,,女宿四
102631,7954,311.949738,3.306529,6.38,,
102633,7953,311.951432,6.008126,5.57,,败瓜增三
102635,7969,311.955285,47.831757,5.6,,
102642,7972,311.971431,52.406085,6.29,,
102648,,311.998233,39.287675,7,,
102653,,312.040853,2.715315,6.94,,
102658,,312.053557,-16.521685,6.99,,
102660,,312.057246,-19.26045,6.81,,
102684,,312.107325,68.033588,6.98,,
102693,7943,312.122979,-43.98926,5.11,,
102724,7977,312.23453,46.114118,4.81,,天津增卅三
102759,,312.311301,-48.224359,6.96,,
102770,,312.321656,-0.563499,6.24,,
102771,7993,312.322394,64.042224,6.45,,
102773,7934,312.324579,-68.776843,5.41,,
102775,,312.329142,58.748725,6.88,,
102780,7964,312.33559,-18.036069,6.2,,
102790,7952,312.371025,-46.226652,4.9,,
102801,,312.403072,51.314016,6.65,,
102804,,312.406869,50.127113,6.5,,
102805,7973,312.407716,12.545751,6.01,,瓠瓜增二
102819,7974,312.451266,7.864264,6.32,,败瓜增二
102831,7965,312.492028,-33.779851,4.89,,
102891,7976,312.674913,-12.545368,5.87,,
102901,7970,312.696387,-32.055007,6.42,,
102910,,312.733544,34.754072,6.64,,
102916,7971,312.753105,-37.913441,5.52,,
102950,7968,312.875202,-51.608209,5.06,,
102962,7959,312.911593,-62.42965,5.67,,
102978,7980,312.955334,-26.919148,4.12,,天田二[牛宿]
103004,7995,313.031477,27.09659,4.56,,天津增廿四
103005,7985,313.03623,-5.507099,5.55,,女宿增一
103024,,313.087785,55.051321,6.77,,
103036,,313.12464,18.027232,6.55,,
103045,7990,313.163791,-8.983528,4.73,,女宿二
103062,,313.223186,24.914532,6.63,,
103071,7989,313.255397,-23.783603,6.32,,
103077,7994,313.273593,-11.573389,6.38,,
103079,7999,313.280669,29.648683,6.36,,
103089,8001,313.311569,44.387244,4.8,,天津增卅二
103103,7991,313.354244,-30.719073,6.35,,
103108,8004,313.360036,42.410171,6.67,,
103114,,313.384106,-19.113731,6.82,,
103116,,313.389242,31.626337,6.85,,
103127,7987,313.417819,-39.810485,5.34,,
103145,8005,313.474401,33.43811,5.47,,
103154,7998,313.493443,-6.889604,6.44,,
103168,7997,313.527294,-27.92535,6.41,,
103200,8008,313.640156,28.057594,5.03,,天津增廿五
103219,8043,313.68559,75.925838,5.99,,
103226,8000,313.698841,-17.923004,5.78,,越
103227,7986,313.702775,-58.454316,3.67,,孔雀增四
103261,8006,313.784546,-1.372869,6.55,,
103262,,313.78542,1.813196,6.7,,
103263,,313.787852,46.349875,7,,
103294,8011,313.903009,13.721462,5.19,,瓠瓜增四
103298,8012,313.910932,12.568693,5.54,,瓠瓜增三
103333,,314.022346,9.26009,6.74,,
103341,,314.04841,43.424328,6.87,,
103347,8014,314.076222,-3.561648,6.57,,
103360,8026,314.108024,49.195889,5.92,,
103389,8013,314.197882,-26.296794,5.7,,
103401,8015,314.225093,-9.697619,5.49,,女宿增五
103413,8028,314.293477,41.166981,3.94,,天津五
103414,8017,314.29416,0.463377,6.06,,
103420,,314.301564,69.057345,6.82,,
103455,,314.417267,26.405692,6.93,,
103458,,314.412377,-44.135603,6.52,,
103460,8018,314.419699,-16.031528,5.89,,
103510,,314.565346,30.396084,6.54,,
103511,8032,314.568105,22.325882,5.3,,人增一
103527,8030,314.607748,10.839066,5.51,Musica,司非增二
103530,8040,314.625233,50.461813,5.59,,
103545,8024,314.673973,-14.483251,5.95,,
103571,,314.770579,4.29365,5.24,,
103598,8049,314.856339,59.43869,5.54,,
103616,8033,314.900626,-19.035416,6.26,,郑
103632,8047,314.956552,47.520966,4.74,,车府五
103635,8037,314.962234,16.824284,6.62,,
103645,,314.994965,32.495458,6.85,,
103646,8031,314.999555,-36.130014,6.1,,
103652,8038,315.016903,7.516242,5.98,,
103654,,315.032449,-69.581241,6.86,,
103673,8027,315.088593,-51.264466,5.76,,
103675,8044,315.115258,19.3292,5.69,,
103682,8041,315.141295,-4.731148,6.21,,女宿增二
103693,,315.181074,-53.739218,6.26,,
103703,,315.21547,-17.531009,6.07,,周二
103728,,315.284729,-13.529957,6.55,,天垒城八
103734,8051,315.30358,36.025969,6.01,,
103738,8039,315.322732,-32.257768,4.67,,离瑜增一
103752,8019,315.366418,-68.209561,6.36,,
103777,8045,315.438763,-26.88115,6.04,,
103810,8065,315.537637,56.669622,5.83,,
103814,8042,315.55362,-43.002871,6.64,,
103851,,315.646701,-9.995533,6.55,,
103868,,315.696534,15.967095,6.88,,
103871,8064,315.7026,45.848864,6.5,,
103882,8048,315.741258,-38.632141,5.32,,
103889,8054,315.748498,-0.924737,6.5,,
103891,8057,315.757651,14.730056,6.33,,
103894,8063,315.770328,38.657375,6.1,,
103930,,315.872999,29.092378,6.96,,
103963,8071,315.967201,41.627834,6.34,,
103981,8058,316.019821,-5.823111,5.53,,女宿增四
103988,,316.033973,-47.961011,6.98,,
103998,,316.059135,-50.435462,6.59,,
104019,8060,316.100991,-19.855146,4.82,,周一
104043,8021,316.179839,-77.026126,5.13,,蛇尾四
104048,8068,316.189674,2.269349,6.34,,
104060,8079,316.232841,43.927853,3.72,,车府六
104085,8055,316.309558,-54.72728,5.17,,
104101,8077,316.360593,5.957439,5.94,,虚宿增二
104105,8112,316.372532,78.126572,5.91,,天柱二
104135,,316.48146,20.946618,6.83,,
104139,8075,316.487306,-17.233255,4.08,,秦一
104148,8070,316.50501,-30.12556,5.69,,
104171,8099,316.596125,71.431054,5.88,,
104172,8082,316.598147,26.92424,6.13,,
104173,,316.59995,-34.628834,6.81,,
104177,8069,316.606589,-41.386042,5.55,,
104185,8084,316.626041,31.184625,5.77,,
104194,8089,316.650466,47.648397,4.56,,车府增三
104202,,316.666612,3.80344,6.48,,
104234,8080,316.781769,-25.00613,4.49,,天田三[牛宿]
104265,,316.841137,-0.765002,6.58,,
104269,,316.85212,-59.992058,6.77,,
104281,8088,316.890506,15.658291,6.27,,
104291,,316.920368,68.254101,6.88,,
104293,,316.927471,-2.052134,6.86,,
104296,,316.935804,-45.379514,6.45,,
104305,,316.95512,1.153476,6.71,,
104313,,316.974654,-48.940423,6.7,,
104357,8090,317.117186,6.989369,6.14,,
104364,8073,317.136147,-63.928235,5.75,,
104365,8087,317.140218,-21.194048,5.3,,齐
104382,7228,317.191717,-88.956514,5.45,Polaris Australis,南方之星
104395,,317.238791,-5.582203,6.58,,
104398,,317.243682,-28.478487,6.98,,
104434,,317.32578,-37.93304,6.86,,
104440,8061,317.353702,-73.174801,5.67,,
104449,8109,317.370177,63.295718,6.53,,
104458,,317.396405,75.227669,6.89,,
104459,8093,317.399137,-11.371794,4.5,,天垒城十
104471,,317.441183,19.210885,6.96,,
104483,8103,317.494377,45.502556,6.6,,
104508,,317.541778,-43.382817,6.56,,
104516,8106,317.565138,53.563078,5.75,,
104539,8101,317.633795,22.454549,6.71,,
104557,8096,317.696332,-9.354449,6.27,,
104579,8105,317.765699,36.299587,6.53,,
104604,,317.844793,-52.339128,6.98,,
104620,,317.893178,-56.517302,6.93,,
104634,8102,317.922493,-14.472377,6.47,,
104642,8119,317.950961,59.986587,5.64,,
104677,,318.051092,11.781402,6.96,,
104716,,318.190291,84.258634,6.9,,
104717,,318.188679,2.642609,6.98,,
104732,8115,318.234168,30.22648,3.21,,天津八
104738,8104,318.26433,-39.425652,5.25,,
104750,8110,318.322933,-27.620054,5.41,,天田一[牛宿]
104752,8108,318.329272,-36.423503,5.97,,
104755,8092,318.336239,-70.126399,5.06,,
104771,8116,318.370198,15.982248,6.27,,
104773,,318.372766,-47.550705,6.87,,
104791,,318.446396,70.027525,6.67,,
104810,,318.507704,-22.212192,7,,
104838,,318.569066,-45.783284,6.89,,
104839,8118,318.569776,-10.605394,6.77,,
104858,8123,318.620347,10.005042,4.47,,司非二
104871,,318.651329,56.883407,6.87,,
104872,8121,318.654607,0.092176,6.38,,
104887,8130,318.699468,38.047938,3.74,,天津六
104910,,318.765694,-5.552148,6.98,,
104919,,318.795337,51.281873,6.99,,
104929,,318.822712,-58.930094,6.93,,
104962,8136,318.90492,47.973978,6.45,,
104963,8127,318.908035,-20.65171,5.17,,楚
104965,,318.92164,-57.631435,6.54,,
104968,8168,318.927542,77.012391,5.92,,
104974,8128,318.936995,-15.171467,5.31,,天垒城七
104987,8131,318.956338,5.247242,3.92,Kitalpha,虚宿二
105000,,318.987757,25.433598,6.99,,
105002,,318.998494,-13.203112,6.62,,
105019,,319.074008,-9.214633,6.45,,天垒城十一
105046,8132,319.164604,-1.607868,6.48,,
105080,8150,319.309541,55.798086,6,,
105101,8144,319.346669,42.683587,6.17,,
105102,8143,319.353964,39.39466,4.22,,天津增廿八
105104,,319.355713,8.234022,6.99,,
105106,,319.356915,-30.745721,6.85,,
105133,,319.468739,-48.718814,6.54,,
105138,8146,319.479585,34.896943,4.41,,天津七
105140,8135,319.48494,-32.172681,4.71,,离瑜二
105143,8137,319.488792,-17.985143,5.4,,秦二
105148,8125,319.502288,-64.681762,6.32,,
105164,8141,319.54622,-4.519391,5.83,,虚宿增五
105169,8111,319.568213,-75.346986,6.61,,
105184,,319.615752,-43.334507,6.75,,
105186,8154,319.61332,43.945888,5.04,,
105199,8162,319.646952,62.585884,2.45,Alderamin,天钩五
105205,,319.664683,24.659355,6.61,,
105214,,319.690829,-61.355651,6.6,,
105224,8149,319.71692,11.203472,5.97,,
105229,8155,319.730499,41.040489,6.15,,
105254,,319.79667,17.821804,6.7,,
105259,8164,319.81533,58.623479,5.51,,
105266,,319.835547,-47.054826,6.66,,
105268,8171,319.84265,64.871887,5.19,,天钩增五
105295,,319.914149,9.525205,6.99,,
105312,8148,319.935951,-26.355166,6.56,,
105319,8140,319.96778,-53.449857,4.39,,
105334,8145,320.039524,-45.021875,6.15,,
105344,8158,320.058676,22.026221,6.29,,
105357,,320.106023,60.687119,6.73,,
105382,8151,320.190826,-40.809352,4.8,,
105411,8165,320.270002,23.855199,5.58,,
