hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
91292,,279.315149,-40.803834,6.96,,
91308,,279.373998,-2.919996,6.74,,
91314,,279.386566,-12.350166,6.95,,
91315,7018,279.389462,62.526926,5.74,,
91322,6993,279.399926,-0.309599,5.76,,
91337,,279.439404,-4.806502,6.77,,
91343,,279.464894,-17.231297,6.78,,
91361,,279.499728,28.629964,6.92,,
91394,6999,279.599203,-3.193425,6.49,,
91405,6990,279.627972,-23.505019,5.78,,
91408,,279.643354,15.083737,6.78,,
91438,6998,279.721983,-21.052841,5.85,,
91461,6986,279.809819,-47.909672,5.84,,
91466,,279.82449,-34.166416,6.65,,
91469,,279.830719,59.528029,6.92,,
91491,7017,279.887792,40.935052,6.25,,
91494,6991,279.896234,-43.186149,5.42,,
91533,7016,280.007922,30.84969,6.43,,
91568,,280.090676,26.130897,6.85,,
91659,,280.368884,12.236578,6.83,,
91677,7014,280.42694,-14.564248,6.4,,
91707,7033,280.533682,34.746282,6.49,,
91723,6912,280.560757,-81.808222,6.27,,
91726,7020,280.568489,-9.052536,4.7,,天弁二
91751,7024,280.650451,-7.073711,6.13,,
91755,7049,280.658101,55.539608,5.03,,扶筐一
91781,7023,280.72949,-19.284423,6.32,,
91792,6982,280.758915,-71.429128,4.01,,孔雀八
91847,,280.881885,-11.33702,6.95,,
91875,7021,280.945597,-38.323785,5.11,,
91882,,280.964613,10.901136,6.56,,
91883,7044,280.964722,31.925807,5.68,,
91887,,280.97677,47.61596,6.68,,
91915,7075,281.076109,61.048265,6.02,,
91918,7029,281.080671,-35.642161,4.86,,农丈人
91926,7053,281.09496,39.613052,4.59,,织女增二
91958,7047,281.168016,23.589336,6.3,,
91971,7056,281.193397,37.605283,4.34,,织女三
91974,7035,281.206675,-25.011048,5.82,,
91975,7040,281.208123,2.059942,5.02,,徐增一
91985,7071,281.230935,54.897171,6.26,,
92008,7015,281.298363,-61.095345,6.04,,
92016,7038,281.327924,-21.001797,6.35,,
92021,7022,281.349016,-56.882102,6.22,,
92024,7012,281.362567,-64.872208,4.78,,孔雀增一
92027,7048,281.368277,5.50014,5.82,,
92036,7058,281.398439,21.984694,6.53,,
92039,,281.404941,-48.264033,6.81,,
92040,7160,281.409203,79.943102,6.4,,
92041,7039,281.414476,-26.990775,3.17,,斗宿一
92043,7061,281.41546,20.544164,4.19,,宗一
92056,7117,281.444994,74.086078,5.25,,
92072,,281.483325,-50.872813,6.24,,
92085,,281.515153,-42.566439,6.93,,
92088,7064,281.518814,26.662285,4.83,,
92098,7073,281.554222,41.441811,6.06,,
92111,7046,281.586078,-22.392154,5.37,,
92112,7124,281.592334,75.434406,5.37,,御女二
92117,7059,281.619273,-0.961832,5.89,,天弁增一
92136,7055,281.680526,-10.125073,5.69,,
92142,,281.696618,-29.631874,6.83,,
92156,7080,281.74615,46.314823,6.52,,
92157,7037,281.746314,-50.094902,6.54,,
92161,7069,281.755876,18.182279,4.34,,宗二
92175,7063,281.793579,-4.747969,4.22,,天弁四
92191,,281.833085,16.908454,6.8,,
92226,7050,281.936111,-40.406286,5.2,,
92233,6994,281.953897,-77.867292,6.39,,
92246,,281.996545,-16.776483,6.94,,
92254,7076,282.01108,4.241513,6.2,,
92262,,282.048782,-14.708635,6.86,,
92268,,282.06165,-33.908327,6.94,,
92269,7096,282.066787,48.767868,6.12,,
92275,,282.091075,-37.013642,6.94,,
92301,7072,282.189238,-18.601134,6.46,,
92308,7062,282.210603,-43.68018,5.46,,鳖二
92312,7086,282.222542,19.328587,5.89,,
92329,,282.262786,-32.710387,6.69,,
92343,,282.305679,27.720215,6.98,,
92346,7091,282.309477,25.046526,6.74,,
92352,,282.336169,43.734651,6.54,,
92386,7085,282.405045,0.836097,6.24,,
92390,7078,282.417093,-20.324435,5.22,,建增一
92391,7083,282.420645,-5.912937,5.99,,
92393,,282.426983,15.934495,6.68,,
92396,7098,282.433759,31.629459,6.64,,
92420,7106,282.519983,33.36264,3.52,Sheliak,渐台二
92442,7089,282.583559,-7.90764,6.82,,
92450,,282.606918,7.457957,6.88,,
92456,,282.62984,-13.572313,6.48,,
92475,7099,282.689836,10.976433,6.37,,
92488,7094,282.743822,-9.774079,5.82,,天弁增六
92508,,282.786552,-39.174823,6.98,,
92512,7125,282.80136,59.388515,4.63,,扶筐四
92524,7101,282.842314,-3.317993,6.08,,天弁增三
92549,7123,282.894879,52.976685,5.51,,
92593,7109,283.007987,13.965594,6.19,,
92602,,283.035198,-21.921832,6.58,,建增四
92608,,283.049678,-41.70939,6.47,,
92609,7074,283.054295,-62.187677,4.22,,孔雀四
92630,7092,283.113718,-46.595117,5.51,,
92643,7104,283.154344,-29.379973,6.12,,
92646,7087,283.165573,-52.107981,5.18,,
92649,7105,283.173687,-30.734174,6.64,,
92676,7095,283.259611,-48.3614,6.17,,
92689,7137,283.306493,50.708045,4.92,,
92690,,283.306603,-73.629794,6.93,,
92713,,283.369112,42.902587,6.61,,
92731,7153,283.443206,57.486458,6.24,,
92733,,283.452523,-19.797233,6.98,,
92738,,283.475363,82.370162,6.89,,
92768,7132,283.555139,27.909073,5.64,,
92782,7180,283.600355,71.297462,4.82,,紫微左垣五
92788,,283.62131,-45.48629,6.65,,
92791,7139,283.626119,36.898635,4.22,,渐台一
92799,7108,283.635162,-49.879253,6.58,,
92800,,283.63691,20.615283,6.85,,
92814,7119,283.679613,-15.603072,5.08,,
92818,7133,283.687071,22.645082,4.57,,齐增一
92824,6721,283.698546,-87.605516,5.29,,
92831,7146,283.717397,41.60271,5.46,,
92833,7140,283.718763,33.968566,5.99,,
92855,7121,283.816463,-26.297058,2.05,Nunki,斗宿四
92862,7157,283.83392,43.946605,4.08,,辇道一
92872,7135,283.864383,6.614722,5.58,,徐增二
92902,,283.940526,-56.423377,6.77,,
92920,,283.972874,35.810504,6.67,,
92928,,284.00044,-80.727939,6.57,,
92931,7128,284.00279,-23.173838,5.91,,
92946,7141,284.055164,4.203768,4.62,Alya,天市左垣七
92950,,284.05989,-18.70957,6.63,,
92953,7122,284.070382,-42.71087,5.35,,
92963,7143,284.094397,-1.799989,6.2,,
92969,7187,284.106909,65.257902,5.62,,
92972,,284.113548,-31.689086,6.45,,
92989,7129,284.168818,-37.343393,5.36,,鳖九
93015,7107,284.237503,-67.233391,4.4,,孔雀五
93026,7149,284.26567,-5.846575,4.83,,天弁五
93049,,284.309629,-43.917187,6.27,,
93051,7158,284.31911,2.535266,5.56,,徐增四
93053,7191,284.322334,62.39651,6.5,,
93074,7136,284.39334,-39.822957,6.29,,
93085,7150,284.432737,-21.106733,3.52,,建一
93117,,284.543085,-83.422284,6.35,,
93124,7165,284.561445,17.360848,5.33,,
93148,7134,284.615813,-52.938686,4.85,,
93163,7127,284.650265,-60.200345,5.14,,孔雀增三
93174,7152,284.679689,-37.108063,4.83,,鳖八
93177,7179,284.694142,40.679193,6.2,,
93185,,284.712938,30.181889,6.8,,
93187,7224,284.719359,69.531367,6.52,,
93194,7178,284.735915,32.689569,3.25,Sulafat,渐台三
93203,7172,284.774055,13.621447,5.27,,吴越增三
93210,7185,284.801212,39.217314,6.43,,
93218,7173,284.822276,10.140984,6.75,,
93225,7166,284.84916,-12.84066,5.51,,
93233,,284.862656,-75.390119,6.7,,
93238,,284.871863,-70.469404,6.49,,
93244,7176,284.905304,15.067826,4.02,,吴越增一
93256,7181,284.940138,26.230332,5.26,,
93270,7183,284.99202,22.814575,6.28,,
93299,7210,285.057071,50.533486,5.39,,
93340,7218,285.180943,55.658255,5.51,,扶筐六
93350,,285.208892,42.251625,6.82,,
93354,7204,285.230038,33.802179,6.04,,
93408,7215,285.360003,46.934263,5,,辇道增一
93419,7206,285.395411,25.025958,6.74,,
93423,7182,285.407268,-22.695361,6.25,,
93429,7193,285.419945,-5.739369,4.02,,天弁六
93438,,285.452539,12.540878,6.83,,
93462,,285.520895,60.128621,6.87,,
93488,7208,285.589935,8.373564,6.25,,
93498,7195,285.615152,-24.847958,5.63,,
93502,,285.642309,-10.721859,6.64,,
93506,7194,285.652882,-29.880083,2.6,Ascella,斗宿六
93523,7216,285.719299,19.661,6.11,,
93526,7209,285.72714,-3.698942,5.4,,天弁九
93537,7203,285.76588,-19.245759,5.96,,
93542,7188,285.779131,-42.095395,4.74,,鳖三
93546,,285.793884,-47.052084,6.86,,
93552,7197,285.823855,-38.253055,5.73,,
93557,,285.830494,0.57608,6.7,,
93580,7214,285.884535,1.818329,5.82,,
93603,7222,285.927128,21.268345,6.61,,
93624,7190,285.990239,-51.019546,5.93,,
93629,,286.004445,-57.959933,6.3,,
93637,,286.025646,-63.784773,6.96,,
93645,,286.04152,17.556564,6.93,,
93647,7219,286.044743,3.330666,6.72,,
93656,,286.065535,43.880509,6.99,,
93667,7211,286.104439,-31.047202,5.49,,
93683,7217,286.171293,-21.741867,3.76,,建二
93708,,286.22129,15.735977,7,,
93713,7251,286.229814,53.39679,5.4,,扶筐七
93720,7238,286.243037,30.733259,6.07,,
93732,,286.285603,9.642101,6.88,,
93743,7231,286.327267,-1.512143,6.51,,
93747,7235,286.352484,13.86287,2.99,Okab,天市左垣六
93763,7230,286.421579,-15.660485,5.93,,
93801,,286.54485,-9.632271,6.63,,
93805,7236,286.562117,-4.883131,3.43,,天弁七
93808,7258,286.570996,41.413766,6.51,,
93815,7213,286.583454,-52.341645,5.17,,
93822,,286.596076,7.15588,6.71,,
93825,7226,286.605393,-37.065224,4.23,,鳖七
93843,7253,286.657767,28.629134,5.53,,
93845,7250,286.660389,24.250885,5.78,,
93855,7239,286.717135,-16.229382,6,,
93862,7223,286.731806,-48.299222,5.95,,
93864,7234,286.734674,-27.672023,3.32,,斗宿五
93867,7248,286.744182,11.071027,5.07,,吴越增四
93903,7262,286.825543,36.100128,5.25,,渐台四
93917,7261,286.857509,32.501944,5.2,,渐台增三
93966,7260,286.989277,16.851439,6.08,,
93972,,287.003893,-7.848084,6.86,,
93975,7263,287.014985,21.699409,6.22,,齐增九
93993,7246,287.06072,-24.657425,6.3,,
93996,7249,287.069627,-19.290297,5.56,,
94005,7242,287.087768,-40.496875,4.57,,鳖四
94013,7275,287.106401,52.42538,5.88,,
94030,,287.157081,24.179317,6.7,,
94041,,287.185166,-23.190374,6.66,,
94053,,287.21776,-2.287062,6.58,,
94054,7233,287.218689,-55.721165,6.44,,
94067,,287.248851,14.780825,6.74,,
94068,7266,287.249589,6.072706,5.23,,徐增三
94083,7312,287.292564,76.559734,5.11,,天柱四
94114,7254,287.368789,-37.905091,4.11,Meridiana,鳖六
94124,7256,287.401465,-36.164889,6.54,,
94140,7290,287.440916,65.978698,6.26,,天厨增一
94141,7264,287.440971,-21.02385,2.88,Albaldah,建三
94142,,287.441927,37.794032,6.83,,
94149,7269,287.464986,-0.428154,6.34,,
94150,7221,287.472963,-68.424719,5.31,,
94156,,287.484793,35.660985,6.55,,
94157,7257,287.49023,-41.892327,5.86,,
94160,7259,287.50736,-39.341032,4.1,,鳖五
94168,,287.534408,-71.548472,6.64,,
94236,,287.742892,-6.621988,6.84,,
94272,7270,287.828488,-29.502428,6.28,,
94280,7284,287.846575,40.428931,6.2,,
94290,7280,287.879332,26.735667,6.35,,
94311,7283,287.941678,31.283434,5.93,,
94331,,288.013641,2.622525,6.94,,
94336,7293,288.018914,49.859746,5.85,,
94351,,288.065496,47.374981,6.54,,
94376,7310,288.140327,67.662128,3.07,Altais,天厨一
94377,7285,288.143579,16.846346,6.73,,
94385,7279,288.169725,-7.939563,5.35,,天弁增四
94398,7271,288.192701,-50.486689,6.12,,
94437,7282,288.31477,-12.282778,5.51,,
94460,,288.388591,-62.923036,6.59,,
94477,7287,288.42796,2.293691,5.14,,右旗增二
94481,7298,288.439517,39.145966,4.43,Aladfar,辇道二
94485,,288.472439,25.758831,6.98,,
94490,7309,288.479569,57.704696,5,,扶筐增三
94510,,288.53656,-22.060722,6.98,,
94524,,288.576121,11.712752,6.77,,
94528,,288.585628,55.940496,6.74,,
94593,,288.75346,-48.962614,6.84,,
94598,7299,288.761246,20.203051,6.03,,
94604,7425,288.783922,83.462794,6.5,,
94624,7300,288.833728,15.08358,5.58,,
94627,,288.84299,-6.049697,6.63,,
94630,7302,288.853836,30.526212,5.88,,
94643,7292,288.885446,-25.256882,4.86,,狗增六
94646,,288.888943,18.516417,6.46,,
94648,7352,288.885146,73.356136,4.45,,御女一
94685,7308,288.997899,27.926306,6.18,,
94703,7306,289.054343,21.390389,4.76,,齐增三
94712,7289,289.090571,-45.465957,5.38,,
94713,7314,289.092046,38.133738,4.35,,辇道三
94714,,289.093549,-75.80023,6.61,,
94720,7307,289.11169,14.544616,5.65,,
94727,7303,289.129393,4.834729,5.59,,右旗增一
94730,7296,289.136606,-33.522319,6.58,,
94733,,289.144611,6.596616,6.68,,
94755,7322,289.214006,47.000967,6.02,,
94760,,289.221738,63.207295,6.93,,
94770,,289.252118,-65.227856,6.42,,
94779,7328,289.276352,53.369244,3.8,,奚仲一
94789,7278,289.301104,-66.661075,5.52,,
94820,7304,289.408584,-18.952976,4.88,,建四
94823,,289.416644,-15.967254,6.62,,建增九
94827,7318,289.431834,23.025517,5.46,,齐增四
94858,7297,289.541008,-53.387607,6.36,,
94885,7319,289.635456,1.085243,5.1,,
94890,7341,289.657995,49.569743,6.32,,
94899,,289.672749,-56.1448,6.81,,
94916,7325,289.719822,9.617831,6.31,,
94923,,289.742198,40.360503,6.88,,
94956,,289.839542,-36.894756,6.91,,
94962,,289.865415,31.966303,6.83,,
94982,7331,289.913991,12.374786,5.53,,吴越增六
94986,7316,289.916696,-35.421522,5.59,,
94993,7361,289.942241,64.390864,6.52,,
95038,7356,290.067151,57.645164,5.91,,
95049,,290.102941,-10.56036,6.97,,
95054,7323,290.109088,-31.817548,6.56,,
95066,7333,290.13783,-5.415479,4.98,,天弁增五
95067,7346,290.137775,35.185965,6.3,,
95073,7336,290.148731,-0.892141,5.46,,右旗增三
95077,7327,290.158894,-22.402356,5.59,,
95081,7371,290.167282,65.7148,4.6,,天厨六
95107,,290.224683,13.576311,6.91,,
95109,,290.22624,22.198733,6.56,,
95116,,290.249954,19.145934,6.82,,
95156,,290.400656,52.376558,6.94,,
95167,7423,290.418769,79.602658,6.06,,
95168,7340,290.417977,-17.847055,3.92,,建五
95176,7342,290.431774,-15.955057,4.52,,建六
95211,7334,290.539226,-42.016223,6.33,,
95235,7359,290.639002,33.517972,6.09,,
95239,,290.658181,-51.231309,6.42,,
95241,7337,290.659629,-44.459108,3.96,Arkab Prior,天渊二
95244,,290.667962,-20.643583,6.72,,
95260,7358,290.712003,26.262333,5.22,,齐增八
95261,7329,290.713642,-54.42446,5.03,,
95281,7353,290.768639,-7.400752,6.31,,
95287,7357,290.784075,14.92104,6.65,,
95289,,290.792025,-10.703196,6.99,,
95342,,290.949366,39.590666,7,,
95347,7348,290.971851,-40.61671,3.96,Rukbat,天渊三
95352,7382,290.985566,43.387995,5.85,,
95369,7320,291.022476,-68.371088,6.33,,
95372,7372,291.031656,29.621407,4.99,,辇道增八
95385,,291.051655,-62.998024,6.58,,
95398,7369,291.091925,16.937631,6.27,,左旗增三
95400,7374,291.09392,28.087532,6.53,,
95408,7355,291.12583,-27.86605,6.03,,
95447,7373,291.247217,11.948527,5.17,,吴越增七
95453,7366,291.256615,-4.884486,6.5,,
95477,7362,291.319152,-24.508906,5.02,,狗二
95485,7367,291.340326,-13.896777,5.72,,
95498,7385,291.369832,19.797908,5.14,,左旗增四
95501,7377,291.376198,3.115291,3.36,,右旗三
95532,,291.481902,-49.843452,6.66,,
95534,,291.485536,44.930251,6.68,,
95556,7395,291.538073,36.31798,5.17,,辇道四
95557,7378,291.546133,-15.053255,5.71,,
95564,7375,291.580065,-21.776721,5.57,,狗增三
95572,7389,291.600665,13.024179,5.76,,
95576,7413,291.610856,62.557388,6.38,,
95585,7387,291.629543,0.338555,4.64,,右旗四
95603,,291.673202,-46.578957,6.65,,
95619,7380,291.735466,-29.743541,5.66,,
95657,,291.860704,18.295852,6.84,,
95673,7403,291.901631,37.941168,6.3,,
95680,,291.921329,4.709774,6.73,,
95690,7370,291.950426,-54.325207,5.7,,
95713,,292.021951,-18.359367,6.73,,
95718,,292.025803,-69.631368,6.72,,
95771,7405,292.175494,24.664221,4.44,Anser,齐增五
95793,7400,292.254123,1.950235,5.79,,右旗增四
95820,7402,292.339009,-7.044147,6.37,,
95821,,292.339173,31.606028,6.95,,
95822,7407,292.342642,14.595867,5.57,,
95823,7392,292.350183,-43.445928,5.7,,
95847,,292.408403,-12.646953,6.89,,
95853,7420,292.426708,51.730596,3.76,,奚仲二
95865,7398,292.467607,-26.98589,5.46,,
95902,,292.553996,46.14777,6.99,,
95905,7399,292.56293,-32.091623,6.6,,
95929,7415,292.638089,3.444412,6.09,,
95937,7414,292.666147,-2.788954,5.03,,右旗增七
95947,7417,292.680272,27.959646,3.05,Albireo,辇道增七
95965,7410,292.725297,-21.312378,6.11,,
95974,,292.742482,-14.563201,6.93,,
95978,7450,292.750924,70.989551,6.06,,
95995,,292.77696,58.583468,6.6,,
95999,7383,292.796003,-68.434008,5.98,,
96003,7428,292.806439,55.731721,6.37,,
96014,7427,292.830236,50.307,5.55,,
96016,7421,292.840181,26.617333,5.89,,
96052,7426,292.943016,34.452946,4.74,,辇道增九
96075,,293.007575,20.929399,7,,
96100,7462,293.100957,69.650069,4.67,Alsafi,天厨二
96111,,293.118962,-30.869675,6.58,,
96141,7411,293.224611,-53.185662,5.76,,
96164,7448,293.292011,60.158722,6.3,,
96178,7416,293.339932,-45.271904,5.59,,
96185,,293.359302,33.203298,6.62,,
96195,7436,293.401868,38.762126,6.61,,
96198,7442,293.423397,49.262244,6,,
96199,,293.425965,-34.197849,6.94,,
96204,,293.441756,5.465556,6.35,,
96229,7429,293.523664,7.377949,4.45,,右旗一
96231,,293.524893,-56.100329,7,,
96234,7422,293.535385,-40.034652,5.89,,
96274,,293.641444,-23.858882,6.51,,
96275,7437,293.645487,19.773416,5,,左旗增七
96286,7453,293.66595,48.164049,6.79,,
96288,7444,293.671934,42.412309,5.34,,
96297,,293.693271,63.434152,6.47,,
96302,7441,293.712314,29.463069,5.39,,
96314,,293.749279,-81.752891,6.63,,
96316,,293.755153,52.5018,6.39,,
96327,7430,293.780288,-10.560463,5.12,,右旗增十
96335,,293.792801,74.377564,6.97,,
96341,7424,293.804057,-48.099442,4.88,,
96365,7433,293.889352,-12.253242,6.27,,
96370,,293.899789,-20.783163,6.74,,
96387,7457,293.951288,36.944527,6.03,,辇道增三
96392,,293.960933,-2.456104,6.99,,右旗六
96395,,293.981724,56.982622,6.73,,
96417,7452,294.034835,22.585718,6.33,,
96428,7449,294.065462,14.3908,6.37,,
96459,7468,294.157396,44.694272,5.17,,
96465,7440,294.177286,-24.883771,4.59,,狗一
96468,7447,294.180346,-1.286733,4.36,,右旗五
96481,7456,294.218622,11.273226,5.98,,
96483,7446,294.22272,-7.027495,4.93,,右旗八
96491,7467,294.23608,38.383819,6.51,,
96496,7443,294.264002,-18.231141,5.66,,
96516,7463,294.322578,16.46289,5.67,,左旗增一
96536,7454,294.39271,-14.302738,5.46,,
96546,,294.420003,35.022471,6.44,,
96556,7460,294.447816,-4.647982,5.45,,右旗七
96577,,294.502157,-32.912974,6.86,,
96601,7472,294.574065,20.783175,6.5,,
96607,7434,294.608517,-57.983743,6.19,,
96620,7484,294.671983,54.97484,5.89,,
96630,7471,294.704139,3.381524,6.36,,
96644,,294.734301,-28.607242,6.72,,
96665,7474,294.798532,5.397749,5.18,,右旗二
96683,7478,294.844213,30.15355,4.68,,辇道增六
96706,7487,294.894018,45.957594,6.25,,
96721,7461,294.923853,-45.278512,6.24,,
96724,7481,294.937158,33.979016,6.1,,
96739,7464,294.981718,-39.433199,6.6,,
96760,7473,295.030076,-23.429168,5.97,,
96781,7459,295.078843,-54.417866,6.24,,
96801,7485,295.164904,23.717895,6.64,,
96804,,295.171024,31.40649,6.99,,
96805,7492,295.171488,43.077819,6.17,,
96807,7480,295.180586,-0.621077,5.64,,右旗增五
96837,7488,295.262302,17.475824,4.39,,左旗二
96840,7486,295.273039,13.815611,5.98,,
96856,7490,295.311043,22.452751,6.43,,
96882,7455,295.40549,-65.854874,6.08,,
96895,7503,295.452482,50.524047,5.99,,奚仲四
96907,7499,295.489966,40.254382,6.22,,
96917,,295.512451,-9.194194,6.31,,
96938,,295.594523,-24.859472,6.7,,
96950,7489,295.630176,-16.124055,5.06,,天鸡一
96956,,295.639493,-50.667603,6.9,,
96957,7497,295.641733,11.826516,5.28,,河鼓增三
96979,,295.69132,8.383107,6.89,,
96988,7501,295.705062,29.33206,6.54,,
97033,7522,295.811613,58.016262,6.29,,
97067,7491,295.906744,-37.538877,6.14,,
97077,7506,295.928929,25.772076,5.5,,左旗增八
97081,7514,295.938054,41.773174,5.86,,
97091,7508,295.983242,27.135377,6.27,,
97101,,296.007531,9.517629,6.57,,
97118,7517,296.069767,37.354581,4.89,,辇道增四
97131,,296.115611,-41.609178,6.83,,
97139,7511,296.142468,13.302714,6.25,,河鼓增一
97157,,296.226261,-10.573275,6.63,,
97165,7528,296.244046,45.13112,2.86,Fawaris,天津二
97242,7530,296.46406,35.012711,6.14,,
97243,,296.464907,46.485523,6.94,,
97244,7516,296.467612,-2.883462,6.47,,
97260,7507,296.505069,-31.908656,5.51,,
97278,7525,296.565011,10.613241,2.72,Tarazed,河鼓三
97290,7515,296.589709,-19.761687,4.87,,天鸡二
97293,,296.602904,54.405623,6.75,,
97295,7534,296.606839,33.724732,5,,辇道五
97307,7535,296.64558,32.888553,6.18,,
97326,7563,296.68626,68.43799,6.34,,
97345,,296.774342,-62.454075,6.71,,
97351,,296.787757,-17.078147,6.87,,
97365,7536,296.846906,18.534357,3.68,,左旗三
97376,7543,296.865785,38.407605,5.83,,
97384,,296.888625,1.087444,6.77,,
97398,,296.942447,5.781992,6.7,,
97416,,296.998564,31.506361,6.79,,
97417,,296.99993,-20.957616,6.66,,
97421,7510,297.00605,-56.363489,5.33,,
97423,7532,297.01277,-13.703775,6.11,,
97433,7582,297.044654,70.26818,3.84,,天厨三
97473,7544,297.175356,11.815834,5.75,,河鼓增四
97484,,297.209043,-12.319558,6.47,,
97491,7521,297.229697,-52.888416,6.27,,
97515,7538,297.299256,-28.789603,6.04,,
97536,,297.358078,63.203852,6.69,,
97569,7513,297.472579,-66.813006,6.44,,
97572,7556,297.478016,28.439659,6.45,,
97593,,297.545225,-45.379616,6.96,,
97598,7537,297.558667,-47.557473,5.91,,
97611,7527,297.590686,-61.061085,6.21,,
97612,,297.590823,61.209328,6.7,,
97634,7567,297.655519,40.59971,5.68,,
97646,7531,297.686965,-59.193746,5.41,,
97647,,297.68773,20.211501,6.71,,
97649,7557,297.699314,8.870785,0.76,Altair,河鼓二
97650,7553,297.694724,-10.763308,5.38,,右旗增十一
97655,,297.702811,-4.694111,6.75,,
97674,7524,297.756687,-65.606098,6.04,,
97675,7560,297.758409,10.414868,5.12,,河鼓增五
97679,7565,297.767288,22.609939,4.9,,左旗增十八
97709,,297.86179,4.088593,6.47,,
97738,,297.928207,-50.979361,6.89,,
97742,,297.942414,-37.336761,6.65,,
97749,7552,297.961019,-39.874443,5.32,,
97757,7589,297.996099,47.027314,5.6,,
97774,7591,298.029786,47.931734,5.91,,
97783,7561,298.050003,-19.045332,5.88,,天鸡增二
97789,7583,298.068499,36.432325,6.13,,
97796,7574,298.090684,18.671808,6.24,,左旗增廿九
97804,7570,298.11825,1.005614,3.87,,天桴四
97816,7548,298.157401,-54.970998,5.76,,
97849,7571,298.276601,-14.603525,6.47,,
97871,7575,298.32821,-3.114377,5.63,,
97886,7592,298.365558,24.079846,4.57,,左旗增十七
97892,7611,298.398151,59.709015,6.06,,
97915,,298.469568,26.593333,6.84,,
97930,,298.540547,33.78118,6.73,,
97944,7578,298.573086,-23.943689,6.22,,
97966,7593,298.656934,-8.227453,5.7,,右旗增十二
98012,7585,298.771162,-33.046258,6.47,,
98032,7581,298.815613,-41.86796,4.12,,天渊增一
98036,7602,298.828617,6.403688,3.71,Alshain,河鼓一
98038,7599,298.831349,-6.735156,6.49,,
98045,,298.850556,-19.292916,6.87,,
98055,7619,298.907055,52.43875,4.91,,
98066,7597,298.961287,-26.29903,4.7,Terebellum,狗国一
98068,7613,298.965685,38.486709,4.95,,天津增三
98073,7633,298.98063,58.845836,4.98,,奚仲增五
98079,,298.989537,10.207222,6.81,,
98085,7609,299.005273,16.634755,5.71,,左旗增廿八
98103,7610,299.059587,11.42375,5.28,,河鼓增六
98110,7615,299.07628,35.083246,3.89,,辇道增五
98111,7634,299.079722,56.687124,6.16,,
98163,7586,299.240314,-57.925885,6.55,,
98169,7616,299.251761,20.998162,6.62,,
98191,,299.305228,0.352052,6.97,,
98194,7628,299.307851,40.367822,5.46,,
98209,,299.348613,28.693816,6.78,,
98226,7605,299.422734,-38.059464,6.55,,
98253,7638,299.483769,42.260706,6.44,,
98258,7614,299.487758,-15.492088,5.01,,天鸡增三
98287,,299.556169,-36.687224,6.95,,
98313,,299.635536,-3.553746,6.79,,
98325,7640,299.658513,30.983647,5.51,,
98332,7579,299.673293,-69.164599,5.74,,
98337,7635,299.689713,19.492293,3.51,,左旗五
98351,7617,299.735748,-30.538766,6.27,,
98375,7641,299.793422,23.101301,5.68,,左旗增十九
98382,,299.833639,84.668746,6.8,,
98383,7646,299.835196,45.772434,5.92,,
98385,7636,299.844458,1.378128,6.17,,
98401,7686,299.901886,76.481009,6.2,,天柱三
98406,,299.923005,-1.970593,6.71,,
98412,7623,299.934124,-35.276465,4.37,,天渊增二
98416,7637,299.945654,-9.960744,5.87,,
98425,7647,299.979996,37.042886,5.15,,天津增四
98438,7645,300.013792,17.516433,5.33,,左旗六
98458,,300.064007,26.187842,6.49,,
98470,7631,300.085372,-33.7053,5.65,,
98474,,300.088569,3.331837,6.7,,
98482,7621,300.104797,-49.350965,6.18,,
98485,7627,300.110562,-43.043224,6.11,,
98495,7590,300.149876,-72.91134,3.97,,孔雀九
98512,7630,300.201403,-45.11288,5.8,,
98522,,300.233942,-74.012722,6.58,,
98526,7648,300.2458,8.557646,5.9,,
98533,,300.256045,-64.809438,6.83,,
98543,7653,300.275606,27.753598,4.66,,左旗增十
98571,7660,300.340002,50.104734,5.06,,奚仲增三
98575,7643,300.349427,-22.737382,6.01,,
98577,,300.355165,-47.397391,6.96,,
98579,7639,300.361803,-40.814591,6.31,,
98583,7676,300.369098,64.820893,5.22,,天厨五
98608,7625,300.43669,-59.376064,4.95,,
98610,,300.438356,44.118958,6.95,,
98624,7612,300.469229,-66.944426,5.32,,
98633,7649,300.494418,-13.637151,5.69,,牛宿增一
98636,7657,300.506603,24.938489,5.23,,左旗增十六
98643,,300.544115,-4.98983,6.7,,
98657,,300.582637,13.90917,6.66,,
98666,,300.610832,79.680966,6.7,,
98688,7650,300.664736,-27.709753,4.43,,狗国三
98690,,300.67214,12.358722,6.73,,
98702,7685,300.704761,67.873871,4.51,,天厨四
98705,,300.717711,10.91168,6.92,,
98728,,300.788062,41.474661,7,,
98730,,300.802569,4.730295,6.56,,
98738,7662,300.818415,18.500867,5.99,,
98753,,300.872483,36.025088,6.62,,
98761,7652,300.889941,-37.941243,4.77,,天渊增三
98767,7670,300.910896,29.893457,5.73,,
98780,,300.926114,21.496559,6.62,,
98809,7661,301.005098,-7.469725,6.68,,
98823,7669,301.034741,7.278049,5.51,,河鼓增七
98842,7659,301.081951,-32.056366,4.99,,狗国增一
98844,7667,301.096459,-0.710064,5.67,,天桴二
98853,,301.111731,73.909579,6.91,,
98858,7684,301.120091,48.229666,6.16,,
98863,7678,301.150718,32.218528,5.62,,
98910,7671,301.272568,-11.599509,6.38,,牛宿增三
